run,variant,war_loss_threshold,post_years,cut_pct,cut_value,model,n_train,n_test,pos_rate_train,pos_rate_test,n_features_numeric,n_features_categorical,AUC,Accuracy,F1,n_eval,pos_rate_eval
BASELINE_ONLY,TOP5_REMOVED,2.5,1,0.95,22429995.24,XGB_02_ne900_lr0.04_md3,298,142,0.03691275167785235,0.06338028169014084,82,1,0.5,0.9366197183098591,0.0,142,0.06338028169014084
BASELINE_ONLY,TOP5_REMOVED,2.5,1,0.95,22429995.24,XGB_03_ne1200_lr0.03_md4,298,142,0.03691275167785235,0.06338028169014084,82,1,0.5,0.9366197183098591,0.0,142,0.06338028169014084
BASELINE_ONLY,TOP5_REMOVED,2.5,1,0.95,22429995.24,XGB_04_ne1400_lr0.025_md4,298,142,0.03691275167785235,0.06338028169014084,82,1,0.5,0.9366197183098591,0.0,142,0.06338028169014084
BASELINE_ONLY,TOP5_REMOVED,2.5,1,0.95,22429995.24,XGB_05_ne1600_lr0.02_md5,298,142,0.03691275167785235,0.06338028169014084,82,1,0.5,0.9366197183098591,0.0,142,0.06338028169014084
BASELINE_ONLY,TOP5_REMOVED,2.5,1,0.95,22429995.24,XGB_06_ne2500_lr0.005_md4,298,142,0.03691275167785235,0.06338028169014084,82,1,0.5,0.9366197183098591,0.0,142,0.06338028169014084
BASELINE_ONLY,UNFILTERED,0.5,1,,,RandomForest_v2,400,194,0.4825,0.5412371134020618,82,1,0.6651685393258427,0.5979381443298969,0.6213592233009708,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,XGB_06_ne2500_lr0.005_md4,400,194,0.4825,0.5412371134020618,82,1,0.6334938469769931,0.6185567010309279,0.6262626262626263,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,XGB_04_ne1400_lr0.025_md4,400,194,0.4825,0.5412371134020618,82,1,0.6216693418940611,0.5876288659793815,0.5959595959595959,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,XGB_05_ne1600_lr0.02_md5,400,194,0.4825,0.5412371134020618,82,1,0.6215088282504013,0.6082474226804123,0.6237623762376238,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,XGB_02_ne900_lr0.04_md3,400,194,0.4825,0.5412371134020618,82,1,0.6206527554842162,0.5927835051546392,0.5989847715736041,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,XGB_03_ne1200_lr0.03_md4,400,194,0.4825,0.5412371134020618,82,1,0.6178705189941145,0.5773195876288659,0.5858585858585859,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,Logistic_ElasticNet,400,194,0.4825,0.5412371134020618,82,1,0.6147672552166934,0.5309278350515464,0.3973509933774834,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,XGB_01_ne600_lr0.05_md3,400,194,0.4825,0.5412371134020618,82,1,0.6139111824505084,0.6030927835051546,0.6130653266331658,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,Logistic_L2,400,194,0.4825,0.5412371134020618,82,1,0.6110219368646336,0.5154639175257731,0.3561643835616438,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,0.5,1,,,GAM_Splines_Logit,400,194,0.4825,0.5412371134020618,82,1,0.5958266452648475,0.5721649484536082,0.5870646766169154,194,0.5412371134020618
BASELINE_ONLY,UNFILTERED,1.0,1,,,RandomForest_v2,400,194,0.275,0.29381443298969073,82,1,0.8167499039569728,0.7680412371134021,0.5714285714285714,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,XGB_06_ne2500_lr0.005_md4,400,194,0.275,0.29381443298969073,82,1,0.7922909463439621,0.7422680412371134,0.4186046511627907,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,Logistic_ElasticNet,400,194,0.275,0.29381443298969073,82,1,0.7819182993981304,0.7422680412371134,0.34210526315789475,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,Logistic_L2,400,194,0.275,0.29381443298969073,82,1,0.7784607504161865,0.7422680412371134,0.34210526315789475,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,XGB_05_ne1600_lr0.02_md5,400,194,0.275,0.29381443298969073,82,1,0.7584838007427327,0.7319587628865979,0.3953488372093023,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,XGB_01_ne600_lr0.05_md3,400,194,0.275,0.29381443298969073,82,1,0.757075169676015,0.7319587628865979,0.3953488372093023,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,XGB_02_ne900_lr0.04_md3,400,194,0.275,0.29381443298969073,82,1,0.7495197848636189,0.7268041237113402,0.3764705882352941,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,GAM_Splines_Logit,400,194,0.275,0.29381443298969073,82,1,0.7482392111666025,0.7268041237113402,0.4854368932038835,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,XGB_03_ne1200_lr0.03_md4,400,194,0.275,0.29381443298969073,82,1,0.7452938916634652,0.7216494845360825,0.35714285714285715,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.0,1,,,XGB_04_ne1400_lr0.025_md4,400,194,0.275,0.29381443298969073,82,1,0.7418363426815213,0.7371134020618557,0.3855421686746988,194,0.29381443298969073
BASELINE_ONLY,UNFILTERED,1.5,1,,,RandomForest_v2,400,194,0.155,0.211340206185567,82,1,0.833731866730432,0.8195876288659794,0.33962264150943394,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,XGB_06_ne2500_lr0.005_md4,400,194,0.155,0.211340206185567,82,1,0.8311812529890005,0.8195876288659794,0.36363636363636365,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,XGB_05_ne1600_lr0.02_md5,400,194,0.155,0.211340206185567,82,1,0.8205005579467559,0.8144329896907216,0.35714285714285715,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,XGB_01_ne600_lr0.05_md3,400,194,0.155,0.211340206185567,82,1,0.8185875976406823,0.8041237113402062,0.2962962962962963,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,XGB_02_ne900_lr0.04_md3,400,194,0.155,0.211340206185567,82,1,0.8174717041288059,0.8092783505154639,0.3018867924528302,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,XGB_03_ne1200_lr0.03_md4,400,194,0.155,0.211340206185567,82,1,0.8144428503108561,0.8144329896907216,0.3333333333333333,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,XGB_04_ne1400_lr0.025_md4,400,194,0.155,0.211340206185567,82,1,0.8122110632871035,0.8092783505154639,0.3018867924528302,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,Logistic_ElasticNet,400,194,0.155,0.211340206185567,82,1,0.7806472182368882,0.7989690721649485,0.23529411764705882,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,Logistic_L2,400,194,0.155,0.211340206185567,82,1,0.7779371911366173,0.7938144329896907,0.2,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,1.5,1,,,GAM_Splines_Logit,400,194,0.155,0.211340206185567,82,1,0.7385620915032679,0.7783505154639175,0.3384615384615385,194,0.211340206185567
BASELINE_ONLY,UNFILTERED,2.0,1,,,XGB_06_ne2500_lr0.005_md4,400,194,0.085,0.10309278350515463,82,1,0.8656609195402298,0.8969072164948454,0.09090909090909091,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,XGB_05_ne1600_lr0.02_md5,400,194,0.085,0.10309278350515463,82,1,0.8472701149425287,0.8917525773195877,0.0,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,RandomForest_v2,400,194,0.085,0.10309278350515463,82,1,0.8445402298850575,0.9020618556701031,0.2962962962962963,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,XGB_04_ne1400_lr0.025_md4,400,194,0.085,0.10309278350515463,82,1,0.8429597701149425,0.8814432989690721,0.0,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,XGB_01_ne600_lr0.05_md3,400,194,0.085,0.10309278350515463,82,1,0.8389367816091954,0.8865979381443299,0.0,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,XGB_03_ne1200_lr0.03_md4,400,194,0.085,0.10309278350515463,82,1,0.8386494252873563,0.8865979381443299,0.0,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,XGB_02_ne900_lr0.04_md3,400,194,0.085,0.10309278350515463,82,1,0.8360632183908046,0.8865979381443299,0.0,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,Logistic_ElasticNet,400,194,0.085,0.10309278350515463,82,1,0.7908045977011493,0.8865979381443299,0.08333333333333333,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,Logistic_L2,400,194,0.085,0.10309278350515463,82,1,0.7735632183908046,0.8762886597938144,0.07692307692307693,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.0,1,,,GAM_Splines_Logit,400,194,0.085,0.10309278350515463,82,1,0.7238505747126437,0.8608247422680413,0.12903225806451613,194,0.10309278350515463
BASELINE_ONLY,UNFILTERED,2.5,1,,,XGB_02_ne900_lr0.04_md3,400,194,0.035,0.04639175257731959,82,1,0.9381381381381382,0.9536082474226805,0.0,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,XGB_01_ne600_lr0.05_md3,400,194,0.035,0.04639175257731959,82,1,0.9381381381381381,0.9536082474226805,0.0,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,XGB_03_ne1200_lr0.03_md4,400,194,0.035,0.04639175257731959,82,1,0.9375375375375375,0.9536082474226805,0.0,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,RandomForest_v2,400,194,0.035,0.04639175257731959,82,1,0.9279279279279279,0.9587628865979382,0.2,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,Logistic_ElasticNet,400,194,0.035,0.04639175257731959,82,1,0.857057057057057,0.9536082474226805,0.3076923076923077,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,GAM_Splines_Logit,400,194,0.035,0.04639175257731959,82,1,0.8474474474474474,0.9484536082474226,0.2857142857142857,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,Logistic_L2,400,194,0.035,0.04639175257731959,82,1,0.8408408408408408,0.9536082474226805,0.3076923076923077,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,XGB_04_ne1400_lr0.025_md4,400,194,0.035,0.04639175257731959,82,1,0.5,0.9536082474226805,0.0,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,XGB_05_ne1600_lr0.02_md5,400,194,0.035,0.04639175257731959,82,1,0.5,0.9536082474226805,0.0,194,0.04639175257731959
BASELINE_ONLY,UNFILTERED,2.5,1,,,XGB_06_ne2500_lr0.005_md4,400,194,0.035,0.04639175257731959,82,1,0.5,0.9536082474226805,0.0,194,0.04639175257731959
