model_type,cv_auc,test_auc,test_acc,test_f1_default,test_f1_optimal,optimal_threshold,test_brier,test_logloss,n_train,n_test,pos_rate_train,pos_rate_test,war_threshold,n_trials,param_model_type,param_use_robust_scaler,param_xgb_n_estimators,param_xgb_max_depth,param_xgb_learning_rate,param_xgb_subsample,param_xgb_colsample_bytree,param_xgb_reg_lambda,param_xgb_reg_alpha,param_xgb_min_child_weight,param_xgb_gamma,param_xgb_scale_pos_weight
xgboost,0.7908414328504187,0.8461366181410975,0.6690140845070423,0.0,0.711864406779661,0.21175351738929749,0.19207769672502464,0.5521497722776393,298,142,0.3087248322147651,0.33098591549295775,1.0,3808,xgboost,False,996,4,0.0016025290055142192,0.6131597599653928,0.7494614029946829,0.530800654790537,2.0657793417159307,11,0.5055382820273069,0.5925610882147956
