cv_mae,test_mae,test_rmse,test_r2,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_lambda,reg_alpha,gamma
3206791.9248045613,3029851.4017486908,4094901.431304501,0.4662837880652434,1000,0.02,3,7,0.8,0.8,1.5,0.1,0.5
3129673.417734386,3030015.959329843,4122069.3658441417,0.45917833367560923,1000,0.02,3,7,0.8,0.9,1.5,1.0,0.5
3260510.697029123,3030857.8510942403,4189999.3113044496,0.4412064384045251,1500,0.02,4,7,0.85,0.7,1.0,0.5,0.1
3132969.9940501754,3030881.2008795813,4171608.2608836736,0.44610106771739366,3000,0.05,3,3,0.85,0.85,1.5,1.0,0.3
3264334.280520351,3031106.9541256544,4124413.413139904,0.4585630737665739,2500,0.01,3,7,0.7,0.85,3.0,0.0,0.3
3182776.509053685,3031511.458251309,4116186.4688098086,0.4607209219014452,3000,0.02,4,3,0.85,0.85,2.0,0.0,0.3
3134647.066864211,3031679.481486911,4104088.628886304,0.4638862422950747,1000,0.02,4,3,0.8,0.7,3.0,0.5,0.5
3191239.5679800003,3031929.0271099475,4116388.9532301873,0.46066786390800063,2500,0.03,4,5,0.8,0.9,1.5,0.5,0.3
3297380.973201053,3032028.6382827223,4168132.5332544465,0.44702368541124926,1000,0.02,3,5,0.8,0.7,3.0,0.0,0.1
3226828.3445378956,3032207.57539267,4093396.609253314,0.4666759832695251,2500,0.02,5,3,0.7,0.8,1.0,0.0,0.5
3181167.05143965,3032600.853539267,4149512.6038936474,0.4519531744717664,3000,0.05,5,3,0.8,0.7,2.0,0.5,0.3
3123676.4300291226,3032670.5914973826,4109550.2148791314,0.46245840780198166,1000,0.03,3,3,0.8,0.8,0.5,1.0,0.5
3127989.797095789,3032869.9385026176,4119615.2181998617,0.4598221176577656,1500,0.01,4,7,0.85,0.7,0.5,1.0,0.3
3237677.009881755,3033085.4695968586,4189461.4918847736,0.44134988030939926,1500,0.02,5,5,0.7,0.8,1.0,0.5,0.1
3122967.9129624567,3033173.2667853404,4157072.270882566,0.4499544696410155,3000,0.05,4,3,0.85,0.9,1.0,1.0,0.5
3240011.5131133334,3033329.3822931936,4170547.1372135556,0.446382820210954,2500,0.01,6,10,0.85,0.9,1.5,0.0,0.3
3320130.7259835093,3033652.3527225126,4179317.900701342,0.44405183055528397,3000,0.01,5,5,0.8,0.9,1.0,0.0,0.1
3239175.2191800005,3034061.0145706804,4193704.2058837856,0.4402178050543195,3000,0.01,6,7,0.7,0.85,1.0,0.5,0.1
3243991.7342501753,3034143.528544503,4165423.404797851,0.4477422791741912,1500,0.05,6,10,0.7,0.7,0.5,1.0,0.3
3253198.2134712283,3034242.494157068,4146998.2179703456,0.45261714822332044,1000,0.01,6,7,0.85,0.8,0.5,0.1,0.3
3174248.964660702,3034907.796554974,4114588.087558484,0.4611396620217537,2000,0.05,6,3,0.7,0.85,1.0,1.0,0.5
3199383.482965965,3035031.716356021,4077445.0057647107,0.4708245170261546,500,0.02,4,7,0.8,0.7,1.5,0.1,0.5
3182232.126997544,3035046.923759162,4180030.640990308,0.4438621917403959,3000,0.03,3,5,0.7,0.8,3.0,1.0,0.3
3361421.6272782455,3035693.6106596855,4170799.107822617,0.4463159227668976,2500,0.005,4,10,0.7,0.85,1.0,0.1,0.1
3206807.32589579,3035811.9418219896,4132981.229996291,0.456311238035054,2000,0.005,3,10,0.7,0.85,1.5,1.0,0.1
3213057.7328010523,3035870.600314136,4095548.276543808,0.46611515931378456,500,0.05,6,5,0.7,0.7,1.5,0.1,0.5
3180673.204439649,3035902.6123350784,4173808.7669992833,0.44551655479913843,3000,0.05,4,10,0.85,0.85,3.0,0.1,0.5
3234775.5086712283,3036257.1634869105,4147078.580998128,0.4525959329889563,2000,0.02,5,7,0.8,0.85,3.0,0.1,0.3
3141938.682330878,3036370.7467958117,4151160.638014301,0.4515177598516208,1000,0.01,5,7,0.85,0.8,2.0,1.0,0.1
3341790.311464211,3036540.661293193,4238777.555283126,0.42812021865198124,2500,0.01,4,7,0.7,0.8,1.5,0.5,0.0
3279111.8478396498,3036664.055518324,4108871.5549435345,0.46263593468482056,1500,0.01,3,5,0.8,0.7,1.5,0.1,0.1
3242633.180127369,3036685.8222722514,4104276.644311633,0.4638371205659152,2500,0.02,4,5,0.9,0.85,0.5,0.1,0.5
3149470.519832632,3036751.544272251,4141540.4305134243,0.45405700095990087,3000,0.01,5,5,0.85,0.8,2.0,0.5,0.3
3238687.365516843,3036844.7346230363,4179086.9286694173,0.4441132783480167,2500,0.005,5,5,0.8,0.85,1.5,0.5,0.0
3402658.733274737,3037066.385926701,4249904.948993536,0.42511374615541775,500,0.03,6,10,0.7,0.7,2.0,0.1,0.0
3195069.311541404,3037193.3312460734,4117681.022656087,0.4603292351063083,3000,0.005,6,7,0.8,0.8,3.0,0.1,0.3
3309839.0191449127,3037447.4999842932,4170237.649515309,0.4464649827396281,500,0.02,6,7,0.8,0.85,3.0,0.0,0.0
3398750.3405343867,3037533.5060157063,4237993.392916257,0.4283317915011601,3000,0.02,6,10,0.8,0.7,1.0,0.0,0.1
3254134.8436431587,3037597.252429319,4062003.92407063,0.4748248506599616,2000,0.03,6,3,0.7,0.9,1.0,0.0,0.5
3171765.012071228,3037883.5923455497,4143081.9943015054,0.45365050361764625,3000,0.02,6,10,0.8,0.7,1.0,1.0,0.3
3183729.0134607027,3037893.0197591623,4158145.125105555,0.4496705222952274,1000,0.05,4,7,0.85,0.85,3.0,0.1,0.5
3193181.6983659654,3037944.491350786,4148952.5353769874,0.45210110657247615,2000,0.02,4,10,0.8,0.9,2.0,0.1,0.5
3246713.4772256142,3038134.2415602095,4164758.956729283,0.44791845204956615,500,0.05,5,7,0.8,0.9,0.5,0.0,0.3
3201612.182513334,3038263.032890052,4126607.3580304533,0.45798689548342797,500,0.05,4,5,0.8,0.9,1.5,0.1,0.3
3138467.962183509,3038297.4977905764,4133044.7056499617,0.4562945376134192,2000,0.02,4,10,0.8,0.8,2.0,1.0,0.5
3227932.03206772,3038482.5298115183,4130659.220597946,0.4569219815672141,3000,0.005,6,7,0.8,0.9,1.5,0.1,0.3
3297165.346278246,3039056.177554973,4180727.9356198106,0.4436766312576358,3000,0.005,6,7,0.8,0.85,2.0,0.0,0.1
3186312.2785063162,3039222.7985759163,4174973.3325049146,0.44520709051120955,2500,0.02,5,10,0.85,0.9,1.5,0.5,0.3
3187130.838583509,3039366.6769842934,4121391.716941372,0.45935613615871385,2000,0.01,3,7,0.9,0.9,3.0,0.0,0.5
3309743.464551931,3039373.9271832462,4199139.676864148,0.43876579435487695,2500,0.02,3,7,0.85,0.8,0.5,0.5,0.1
3228405.1636501756,3039655.777424084,4176590.0029750005,0.4447773435890118,1000,0.03,5,10,0.7,0.85,1.5,1.0,0.3
3425961.7482080706,3039755.8069581147,4246028.56698817,0.4261619872088468,1500,0.01,5,7,0.9,0.9,1.0,0.1,0.0
3197369.57792386,3039807.91826178,4151061.826293656,0.4515438710208036,1000,0.01,4,10,0.7,0.9,1.5,1.0,0.3
3178802.0357063157,3039834.3913507853,4114293.01600123,0.46121694638382227,500,0.01,5,7,0.7,0.9,0.5,0.5,0.3
3220696.063218597,3039901.6781308893,4186047.9278999376,0.44225988319526577,1500,0.01,5,7,0.8,0.85,1.5,0.5,0.1
3223417.5329028075,3040106.517,4202293.083719002,0.43792254337665903,2000,0.02,6,5,0.7,0.85,1.5,0.5,0.1
3271209.4323484213,3040270.892230366,4190634.867171822,0.4410369054594312,3000,0.05,3,3,0.7,0.8,1.5,0.5,0.3
3206255.2014536844,3040487.9916544496,4130623.8884208323,0.4569312721165647,2000,0.005,3,10,0.85,0.7,1.0,0.1,0.0
3158223.0097800004,3040529.979183246,4147595.5085935355,0.4524594581677778,1000,0.05,4,5,0.85,0.9,1.5,1.0,0.3
3185931.3010712285,3040659.68122513,4222841.638164614,0.4324121624780153,1000,0.05,4,7,0.8,0.8,2.0,1.0,0.1
3163889.178857194,3040748.240073298,4139194.6151913404,0.4546752823831476,1000,0.03,3,5,0.8,0.9,1.5,1.0,0.3
3243608.189562457,3040911.017329843,4129182.646468386,0.4573101770508229,1500,0.01,6,5,0.8,0.9,0.5,0.1,0.5
3191617.4331273693,3041155.279926702,4133564.608260562,0.45615774176994983,1500,0.05,3,3,0.85,0.7,3.0,0.1,0.3
3361482.746113334,3041269.070293193,4235582.94715529,0.42898190262984226,1000,0.03,3,7,0.7,0.9,3.0,1.0,0.0
3293784.555141404,3041288.4232356017,4167707.80423634,0.447136375264072,500,0.03,3,10,0.85,0.85,2.0,0.0,0.1
3212810.015716842,3041473.1911937175,4158349.1576420562,0.44961651365883737,1000,0.01,6,10,0.85,0.85,2.0,0.0,0.3
3334658.082530877,3041670.6576753925,4166428.5766521594,0.4474757128055332,500,0.03,4,7,0.7,0.85,0.5,0.0,0.1
3269708.6036607013,3041703.4305445026,4154267.855064118,0.45069635526208496,3000,0.005,3,10,0.9,0.7,1.0,0.1,0.1
3159630.1526712286,3041722.0194450263,4120937.755915798,0.4594752307475981,1000,0.01,4,7,0.85,0.85,3.0,0.0,0.5
3303332.015787018,3041873.4189371727,4210990.26962795,0.43559355264729593,2500,0.03,6,7,0.9,0.85,1.5,0.1,0.1
3171989.703330878,3042087.4408691097,4128114.386960836,0.4575909389455143,500,0.02,3,10,0.9,0.8,2.0,0.0,0.3
